game|faction_type|faction_id|faction_name|category|name|type|legend|description|,,,,,,,,,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|CD|Chaos Daemons|No Mercy, No Respite|NOURISHED BY TERROR|Progressive Objective|As creatures born of extremes of emotion, daemons find themselves strengthened by unchecked thoughts and unguarded fears. With every victim who succumbs to panic, every mind that snaps beneath the weight of supernatural horror," the warp entities are further empowered.|<ul><li>Each time an enemy model <a href=""/wh40k9ed/the-rules/core-rules/#Morale-Tests"">flees</a> the battlefield"," score 1 victory point.</li><li>Each time an enemy unit is destroyed by a <span class=""kwb"">CHAOS</span> <span class=""kwb"">DAEMONS</span> unit from your army (excluding <span class=""kwb"">HERETIC</span> <span class=""kwb"">ASTARTES</span> units)", before removing the last model in that destroyed unit from the battlefield, roll 2D6: if the result equals or exceeds the Leadership characteristic of that enemy model, score 1 victory point. A unit can, if it is resurrected for any reason (i.e. it was destroyed and subsequently returned to the battlefield), potentially contribute victory points due to this secondary objective several times (assuming it is resurrected and subsequently destroyed several times over, and your 2D6 result equals or exceeds that model’s Leadership characteristic each time).</li></ul>|,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|CD|Chaos Daemons|Shadow Operations|DESPOILERS OF REALITY|Progressive Objective|When the daemonic legions spill through into realspace they bring the Great Game of their dark masters with them. Each daemon seeks to lay claim to reality in their own fashion, extending the realm of their patron deity by corrupting all they touch. Whether it be raising mounds of bloodied skulls, saturating places of power with the raw energies of sorcery or excess, or sowing the seeds of supernatural disease and decay, each such act brings the final victory of the Dark Gods a little closer.|If you select this objective," <span class=""tooltip02076"" data-tooltip-content=""#tooltip_content02076"" data-tooltip-anchor=""#tooltip_content02076""><span class=""kwb"">CHAOS</span> <span class=""kwb"">DAEMONS</span> <span class=""kwb"">INFANTRY</span></span> units from your army (excluding <span class=""kwb"">HERETIC</span> <span class=""kwb"">ASTARTES</span> units) can attempt the following <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">action</a>:<br><br><b>Dark Ritual (Action):</b> One or more <span class=""kwb"">CHAOS</span> <span class=""kwb"">DAEMONS</span> <span class=""kwb"">INFANTRY</span> units from your army (excluding <span class=""kwb"">HERETIC</span> <span class=""kwb"">ASTARTES</span> units) can start to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform this action</a> at the end of your <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>. Each unit from your army that starts to perform this action must be within range of a different <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> you control that is not within your deployment zone and has not been corrupted by your army (see below). The action is completed at the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a> or at the end of the battle (whichever comes first). If completed", that objective marker is said to have been corrupted by your army.<br><br>Score 4 victory points each time a unit from your army completes this action.|,,,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|QT|Chaos Knights|Shadow Operations|STORM OF DARKNESS|Progressive Objective|Through dark rituals and dread pacts, the Chaos Knights draw upon the fear and despair of their foes and bind it into a curse upon the very ground itself. So do they anchor the storm of darkness that rages above, strengthening its intensity over this doomed world as it is claimed for the Chaos Gods.|If you select this objective," <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> units from your army can attempt the following <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">action</a>:<br><br><b>Storm of Darkness (Action):</b> One <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> unit from your army can start to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform this action</a> at the end of your <a href=""/wh40k9ed/the-rules/core-rules/#MORALE-PHASE"">Morale phase</a> if it is within range of an <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> that has not already been cursed by your army (see below). A unit cannot start this action while there are any enemy units (excluding <a href=""/wh40k9ed/the-rules/core-rules/#Aircraft""><span class=""kwb"">AIRCRAFT</span></a> units) within range of the same objective marker. The action is completed at the end of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", provided the unit performing it is still within range of the same objective marker. If completed, that objective marker is said to have been cursed by your army, and until the end of the battle," while a non-<span class=""kwb"">CHAOS</span> unit is within 6"" of that objective marker", subtract 1 from the Leadership characteristic of models in that unit.<br><br>Score 3 victory points each time a unit from your army completes this action.|,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|QT|Chaos Knights|No Mercy, No Respite|PATH OF DESTRUCTION|Progressive Objective|Carve a path of destruction into the heart of the enemy lines and drown entire planets in the blood of the foe.|At the end of the battle round," score 1 victory point for each of the following conditions that were satisfied that battle round (for a maximum of 3 victory points):<br><ul><li>One or more enemy units were destroyed by a <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> model from your army while that <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> model was <a href=""/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within"">wholly within</a> your deployment zone.</li><li>One or more enemy units were destroyed by a <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> model from your army while that <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> model was more than 3"" away from either player’s deployment zone.</li><li>One or more enemy units were destroyed by a <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> model from your army while that <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> model was wholly within your opponent’s deployment zone.</li></ul>|",,,,,,,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|QT|Chaos Knights|Purge the Enemy|A FITTING CHALLENGE|Progressive and End Game Objective|The greatest and most worthy offerings to the Dark Gods are those enemies that prove the most challenging to slay.|If you select this objective," during the <a href=""/wh40k9ed/the-rules/war-zone-nephilim-grand-tournament/#13.-Resolve-Pre-battle-Abilities"">Resolve Pre-battle Abilities</a> step of the mission"," identify which three units from your opponent’s army have the highest <a href=""/wh40k9ed/the-rules/core-rules/#Points-Values"">points value</a>", and make a note of them (if two or more units are tied, your opponent can choose between them). If your opponent’s army has three or fewer units, then you instead identify all the units in your opponent’s army. A unit’s points value includes the points of all weapons, wargear and upgrades it has.<br><br>At the end of the battle round," score a number of victory points for each identified unit that was destroyed during the battle by a <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> unit from your army (to a maximum of 6 victory points per battle round). If a <a href=""/wh40k9ed/the-rules/narrative-play/#Split-Units"">unit splits</a> into several smaller units during the battle", all of those separate units must be destroyed for the original unit to count as being destroyed for the purposes of this secondary objective.<br><br>The number of victory points scored depends on the battle round during which each unit was destroyed," as shown in the table below.<br><br><div class=""BreakInsideAvoid""  style=""""""><table width=""0"" border=""0"" bordercolor=""#888"" cellpadding=""4"" cellspacing=""0"" style=""border-collapse:collapse;border-width:0px""><tbody><tr><td><table class="" customTable tablefont"" border=""1"" bordercolor=""#888"" cellpadding=""4"" style=""border-collapse:collapse;border-color:#888888;border-width:0px""><tbody><tr><td colspan=""2"" style=""border-width:1px 1px 0 1px;background-color:rgb(16",16,16);color:rgb(254,254,"254);vertical-align:bottom;font-size:26px;width:320px;height:0px;""><b>A FITTING CHALLENGE</b></td></tr><tr><td style=""border-width:0 0 0 1px;background-color:var(--header-bg);text-align:center;vertical-align:middle;font-size:22px;width:320px;height:0px;""><b>BATTLE ROUND</b></td><td style=""border-width:0 1px 0 0;background-color:var(--header-bg);text-align:center;vertical-align:middle;font-size:22px;width:320px;height:0px;""><b>VICTORY POINTS</b></td></tr><tr><td style=""border-width:0 0 0 1px;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">1</td><td style=""border-width:0 1px 0 0;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">6</td></tr><tr><td style=""border-width:0 0 0 1px;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">2</td><td style=""border-width:0 1px 0 0;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">5</td></tr><tr><td style=""border-width:0 0 0 1px;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">3</td><td style=""border-width:0 1px 0 0;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">4</td></tr><tr><td style=""border-width:0 0 0 1px;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">4</td><td style=""border-width:0 1px 0 0;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">3</td></tr><tr><td style=""border-width:0 0 1px 1px;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">5</td><td style=""border-width:0 1px 1px 0;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">2</td></tr></tbody></table></td></tr></tbody></table></div><br>At the end of the battle", reduce the number of victory points you have scored from this secondary objective by 1 for each of the identified units that has not been destroyed. If a unit was destroyed, but was then resurrected or otherwise returned to the battlefield and subsequently destroyed again, then for the purposes of this secondary objective it was destroyed during the battle round in which it was last removed from the battlefield.<br><br><i><b>Example:</b> If one of the identified units was destroyed during the first battle round, another was destroyed during the fourth battle round and the third was destroyed during the fifth battle round, you would score 11 victory points from this secondary objective. If two of the identified units were destroyed during the second battle round, but one was not destroyed at the end of the battle, you would score 9 victory points from this secondary objective.</i>|,,,,
War Zone Nephilim: Grand Tournament|Chaos|QT|Chaos Knights|Battlefield Supremacy|RUTHLESS TYRANNY|Progressive Objective|Through unstinting brutality and merciless cruelty you must stamp the authority of our dread household upon this world," and cast a black pall of despair over any who would think to challenge our authority.|At the end of your turn:<br><ul><li>Score 2 victory points if you control half or more of the total number of <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective markers</a> on the battlefield and one or more <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> models from your army are within range of each of those objective markers.</li><li>Score 1 victory point if half or more of the total number of objective markers on the battlefield are within <span class=""tooltip00634"" data-tooltip-content=""#tooltip_content00634""><span class=""tt kwbu"">Dread</span> <span class=""tt kwbu"">range</span></span> of one or more <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> models from your army.</li><li>Score 1 victory point if every objective marker on the battlefield is within Dread range of one or more <span class=""kwb"">CHAOS</span> <span class=""kwb"">KNIGHTS</span> models from your army.</li></ul>|",,,,,,,,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|CSM|Chaos Space Marines|No Mercy," No Respite|THE LONG WAR|Progressive Objective|Chaos Space Marines have been razing cities and conquering worlds across the galaxy for millennia in their Long War against the False Emperor.|At the end of your turn:<br><ul><li>Score 1 victory point for each enemy unit that was destroyed by a <span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> unit from your army this turn and was within range of an <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> at the start of this turn.</li><li>Score 2 victory points if you control any objective markers that were controlled by your opponent at the start of this turn and a <span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> unit from your army is within range of any of those objective markers.</li></ul>You can score a maximum of 3 victory points per turn from this secondary objective.|",,,,,,,,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|CSM|Chaos Space Marines|Purge the Enemy|RISE TO GLORY|Progressive Objective|If the deeds of their champions are worthy enough, it is said the gaze of the Dark Gods will be drawn to the battlefield.|At the end of the battle round," score 2 victory points for each <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a>"," <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> model destroyed that battle round by a melee attack made by a <span class=""tooltip01514"" data-tooltip-content=""#tooltip_content01514"" data-tooltip-anchor=""#tooltip_content01514""><span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">CHARACTER</span></span> model from your army. If such a destroyed model had a Wounds characteristic of 10-19", score 1 additional victory point for destroying that model," or 2 additional victory points for destroying that model if it had a Wounds characteristic of 20 or more or it was the enemy <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a>. You can score a maximum of 5 victory points per battle round from this secondary objective.<br><br>Each time a <span class=""kwb"">CHARACTER</span>"," <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> model is destroyed by a melee attack made by a <span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">CHARACTER</span> model from your army", roll 2D6. If the result is less than the Wounds characteristic of the destroyed model," gain 1 <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">Command point</a> at the end of the phase.|",,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|CSM|Chaos Space Marines|Shadow Operations|FOR THE DARK GODS|End Game Objective|Offer up this ruined, blood-caked battlefield to the Gods of Chaos, brand the world itself with their runes and from this cursed ground call forth the power of the warp.|If you select this objective," keep a For the Dark Gods tally; add 1 to that tally each time a unit from your army dedicates a table quarter to a Chaos God by performing the following <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">action</a>:<br><br><b>For the Dark Gods (Action):</b> One <span class=""tooltip01508"" data-tooltip-content=""#tooltip_content01508"" data-tooltip-anchor=""#tooltip_content01508""><span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span></span> or <span class=""tooltip01509"" data-tooltip-content=""#tooltip_content01509"" data-tooltip-anchor=""#tooltip_content01509""><span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">BIKER</span></span> unit from your army can start to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform this action</a> at the end of your <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a> if it is <a href=""/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within"">wholly within</a> a table quarter that has not been dedicated to a Chaos God by your army (see below) and it is within 3"" of the centre of that table quarter. If the unit performing this action had the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability when it started performing this action", the action is completed at the end of your turn; otherwise," the action is completed at the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>. In any case"," the action is only completed if the unit performing it is still within 3"" of the centre of the same table quarter. If completed", select either Khorne, Tzeentch," Nurgle or Slaanesh to dedicate that table quarter to. If this action is completed by a <span class=""kwb"">KHORNE</span>"," <span class=""kwb"">TZEENTCH</span>"," <span class=""kwb"">NURGLE</span> or <span class=""kwb"">SLAANESH</span> unit"," that unit can only dedicate that table quarter to their patron deity (e.g. a <span class=""kwb"">KHORNE</span> unit can only dedicate a table quarter to Khorne). That table quarter is said to have been dedicated to that Chaos God by your army. The same table quarter cannot be dedicated to more than one Chaos God by your army.<br><br>If a table quarter has been dedicated to a Chaos God by your army"," then while a <span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> unit from your army is wholly within that table quarter", add 2 to the Leadership characteristic of that unit," unless that Chaos God is not their patron deity (e.g. if a table quarter is dedicated to <span class=""kwb"">KHORNE</span>"," then <span class=""kwb"">TZEENTCH</span>"," <span class=""kwb"">NURGLE</span> and <span class=""kwb"">SLAANESH</span> units do not receive this bonus).<br><br>At the end of the battle", score 2 victory points if your For the Dark Gods tally is 1; score 5 victory points if that tally is 2; score 9 victory points if that tally is 3; score 14 victory points if that tally is 4.|,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|LGCB|Creations of Bile|Purge the Enemy|SPECIMENS FOR THE SPIDER|Progressive and End Game Objective|Bile’s endless gruesome experiments require a constant influx of rarefied and exotic specimens. His creations are often dispatched to seize hulking xenos monstrosities," genetic aberrations or individuals carrying arcane knowledge or bio-tech artefacts.|At the end of the battle round:<br><ul><li>Score 3 victory points if one or more <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> or <span class=""kwb"">MONSTER</span> units were destroyed by a melee attack made by a <span class=""kwb"">CREATIONS</span> <span class=""kwb2"">OF</span> <span class=""kwb"">BILE</span> model from your army this battle round.</li><li>Score 2 victory points if one or more units (excluding <span class=""kwb"">CHARACTER</span>"," <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> units) were destroyed by a melee attack made by a <span class=""kwb"">CREATIONS</span> <span class=""kwb2"">OF</span> <span class=""kwb"">BILE</span> model from your army this battle round.</li></ul>At the end of the battle"," if one or more <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span>"," <span class=""kwb"">SANCTIC</span> <span class=""kwb"">ASTARTES</span> or <span class=""kwb"">HERETIC</span> <span class=""kwb"">ASTARTES</span> units were destroyed by a melee attack made by a <span class=""kwb"">CREATIONS</span> <span class=""kwb2"">OF</span> <span class=""kwb"">BILE</span> model from your army during the battle", score 1 additional victory point.|,,,,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Imperium|CHDA|Dark Angels|Purge the Enemy|MARTIAL INTERDICTION|End Game Objective|The Dark Angels have waged entire wars to secure individuals who might have some knowledge as to the whereabouts of some of the Fallen, or who may have somehow acquired a fragment of knowledge of the Dark Angels’ secrets. They prosecute these actions with incredible fervour, the consequences should they fail often too terrible to contemplate, the rewards of victory great indeed.|If you select this objective," during the <a href=""/wh40k9ed/the-rules/war-zone-nephilim-grand-tournament/#13.-Resolve-Pre-battle-Abilities"">Resolve Pre-battle Abilities</a> step of the mission"," select one <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> model from your opponent’s army. At the end of the battle"," score victory points as follows:<br><ul><li>Score 3 victory points if the selected enemy model is destroyed.</li><li>Score 3 additional victory points if the selected enemy model was destroyed by a melee attack made by a <span class=""kwb"">DARK</span> <span class=""kwb"">ANGELS</span> model from your army.</li><li>Score 3 additional victory points if the selected enemy model was destroyed by a melee attack made by an <span class=""tooltip02050"" data-tooltip-content=""#tooltip_content02050"" data-tooltip-anchor=""#tooltip_content02050""><span class=""kwb"">INNER</span> <span class=""kwb"">CIRCLE</span></span> or <span class=""tooltip01843"" data-tooltip-content=""#tooltip_content01843"" data-tooltip-anchor=""#tooltip_content01843""><span class=""kwb"">DEATHWING</span></span> model from your army.</li><li>Score 6 additional victory points if the unit of the <span class=""kwb"">DARK</span> <span class=""kwb"">ANGELS</span> model that destroyed the selected enemy model has not itself been destroyed.</li></ul>|",,,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Imperium|CHDA|Dark Angels|Battlefield Supremacy|STUBBORN DEFIANCE|Progressive Objective|Few Space Marines are as renowned for their stubborn refusal to give ground as the Dark Angels. Such has been their way since time immemorial, a tradition handed down from the knights of old Caliban, who faced down the monstrous beasts that once dominated their world. Such a history was imbued in the Dark Angels by their Primarch," and the determination of their leadership to earn absolution in the millennia that have followed has only added to the Chapters reputation for indomitability.|In your first <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> that is not within your deployment zone. At the end of each of your Command phases"," if you control that objective marker and a <span class=""kwb"">DARK</span> <span class=""kwb"">ANGELS</span> unit from your army with the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability is within range of it", score a number of victory points based on the consecutive number of your Command phases you have controlled that objective marker for and had that unit within range of it," as follows:<br><br><div class=""BreakInsideAvoid""  style=""""""><table border=""0"" bordercolor=""#888"" cellpadding=""4"" cellspacing=""0"" style=""border-collapse:collapse;border-width:0px""><tbody><tr><td><table class="" customTable tablefont"" border=""1"" bordercolor=""#888"" cellpadding=""4"" style=""border-collapse:collapse;border-color:#888888;border-width:0px""><tbody><tr><td colspan=""2"" style=""border-width:1px 1px 0 1px;background-color:rgb(16",16,16);color:rgb(254,254,"254);vertical-align:bottom;font-size:26px;width:280px;height:0px;""><b>STUBBORN DEFIANCE</b></td></tr><tr><td style=""border-width:0 0 1px 1px;background-color:var(--header-bg);text-align:center;vertical-align:middle;font-size:22px;width:280px;height:0px;""><b>CONSECUTIVE NUMBER OF YOUR COMMAND PHASES</b></td><td style=""border-width:0 1px 1px 0;background-color:var(--header-bg);text-align:center;vertical-align:middle;font-size:22px;width:280px;height:0px;""><b>VICTORY POINTS</b></td></tr><tr><td style=""border-width:0 0 0 1px;text-align:center;vertical-align:middle;font-size:18px;width:280px;height:0px;"">1</td><td style=""border-width:0 1px 0 0;text-align:center;vertical-align:middle;font-size:18px;width:280px;height:0px;"">1</td></tr><tr><td style=""border-width:0 0 0 1px;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:280px;height:0px;"">2</td><td style=""border-width:0 1px 0 0;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:280px;height:0px;"">2</td></tr><tr><td style=""border-width:0 0 0 1px;text-align:center;vertical-align:middle;font-size:18px;width:280px;height:0px;"">3</td><td style=""border-width:0 1px 0 0;text-align:center;vertical-align:middle;font-size:18px;width:280px;height:0px;"">3</td></tr><tr><td style=""border-width:0 0 0 1px;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:280px;height:0px;"">4</td><td style=""border-width:0 1px 0 0;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:280px;height:0px;"">4</td></tr><tr><td style=""border-width:0 0 1px 1px;text-align:center;vertical-align:middle;font-size:18px;width:280px;height:0px;"">5</td><td style=""border-width:0 1px 1px 0;text-align:center;vertical-align:middle;font-size:18px;width:280px;height:0px;"">5</td></tr></tbody></table></td></tr></tbody></table></div><br><i><b>Example:</b> At the end of your third Command phase", if you have controlled the selected objective marker for three of your Command phases consecutively," and the same <span class=""kwb"">DARK</span> <span class=""kwb"">ANGELS</span> unit with the Objective Secured ability was within range of that objective marker at the end of each of those Command phases", you will score 3 victory points from this secondary objective.</i>|,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Imperium|CHDA|Dark Angels|No Mercy, No Respite|DEATH ON THE WIND|Progressive Objective|The Ravenwing never give warning of their assaults," striking at breakneck speed to inflict as much damage as possible before the enemy can react. Every warrior of the Ravenwing has spent countless hours drilling in the precise art of firing weapons or wielding swords and hammers on the move.|Score 2 victory points each time an enemy unit is destroyed by a <span class=""tooltip01098"" data-tooltip-content=""#tooltip_content01098"" data-tooltip-anchor=""#tooltip_content01098""><span class=""kwb"">RAVENWING</span></span> model from your army that moved 12"" or more during the <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a> of that turn"," or made a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a> that turn.|",,,,,,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|DG|Death Guard|No Mercy, No Respite|FLEEING VECTORS|Progressive Objective|Those who flee the Death Guard, though they believe themselves safe, only spread the hideous plagues of their enemy wherever they run.|<ul><li>At the end of each player’s turn," score 1 victory point if seven or more enemy models were destroyed by attacks made by <span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> models from your army that turn. If seven or more of those enemy models were destroyed by attacks made with <span class=""tooltip00867"" data-tooltip-content=""#tooltip_content00867""><span class=""tt kwbu"">plague</span> <span class=""tt kwbu"">weapons</span></span> that turn"," score 1 additional victory point.</li><li>At the end of each <a href=""/wh40k9ed/the-rules/core-rules/#MORALE-PHASE"">Morale phase</a>"," score 2 victory points if one or more enemy units failed a <a href=""/wh40k9ed/the-rules/core-rules/#Morale-Tests"">Morale test</a> that phase. If any of those enemy units had one or more models destroyed by attacks made with plague weapons this turn", score 1 additional victory point.</li></ul>|,,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|DG|Death Guard|Shadow Operations|SPREAD THE SICKNESS|Progressive Objective|To contaminate an area, Death Guard on occasion spill the filth that infects their own bodies, expecting the simple cut they make to unleash it to heal after the effluvia has polluted the target. However, this does not always go to plan, for the Plague God can take gifts as easily as he gives them, especially in pursuit of a grander goal in which he can grant many more blessings to so many others.|If you select this objective," <span class=""tooltip00247"" data-tooltip-content=""#tooltip_content00247"" data-tooltip-anchor=""#tooltip_content00247""><span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> <span class=""kwb"">INFANTRY</span></span> units from your army can attempt the following <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">action</a>:<br><br><b>Spread the Sickness (Action):</b> One <span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> <span class=""kwb"">INFANTRY</span> unit from your army can start to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform this action</a> at the end of your <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a> if it is within range of an <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> you control that has not been contaminated by your army (see below). The action is completed at the end of your turn. If completed"," if the unit that performed the action has the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability", that objective marker is said to have been contaminated by your army. Otherwise, roll one D6: on a 4+, that objective marker is said to have been contaminated by your army.<br><br>Score 3 victory points each time an objective marker in your deployment zone is contaminated by your army, and score 4 victory points each time an objective marker not in your deployment zone is contaminated by your army.|,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Chaos|DG|Death Guard|Battlefield Supremacy|DESPOILED GROUND|End Game Objective|To the Death Guard, spreading Nurgle’s gifts extends not just to the beings and creatures they fight, but also to the very landscapes they tread upon.|At the end of the battle," score 3 victory points for each of the following conditions you satisfy:<br><ul><li>One or more <span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> units from your army are <a href=""/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within"">wholly within</a> your opponent’s deployment zone and one or more <span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> units from your army are wholly within your deployment zone.</li><li>One or more <span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> units from your army are wholly within three different table quarters"," and those units are all more than 6"" from any other table quarter.</li><li>One or more <span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> units from your army are wholly within four different table quarters"," and those units are all more than 6"" from any other table quarter.</li><li>You control half or more of the total number of <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective markers</a> on the battlefield and there are <span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> units from your army within range of each of those objective markers.</li><li>Every objective marker on the battlefield is within Contagion range of one or more <span class=""tooltip00826"" data-tooltip-content=""#tooltip_content00826""><span class=""tt kwbu"">Contagion</span> <span class=""tt kwbu"">abilities</span></span> that <span class=""kwb"">DEATH</span> <span class=""kwb"">GUARD</span> units from your army have.</li></ul>|",,,,,,,,,,,,,,,,,,,
War Zone Nephilim: Grand Tournament|Imperium|CHDW|Deathwatch|No Mercy, No Respite|SUFFER NOT THE ALIEN|Progressive Objective|Every tool at their disposal, every scrap of hard-won knowledge," is sharpened upon the whetstone of the Deathwatch’s hatred of the alien. They will not rest until the galaxy is free from the xenos’ stench.|Score 1 victory point each time an enemy <span class=""kwb"">TYRANIDS</span>"," <span class=""kwb"">AELDARI</span>"," <span class=""kwb"">ORKS</span>"," Necrons or <span class=""kwb"">T’AU</span> <span class=""kwb"">EMPIRE</span> unit is destroyed by a <span class=""kwb"">DEATHWATCH</span> unit from your army.|",,,,,,,,,,,,,,,,,,
