roll|name|faction_id|faction_name|legend|type|description|id|,,,,,,,,,,,,
|POISONOUS INFLUENCE|TYR|Tyranids|This synapse creature radiates a pulsed imperative that triggers the semi-sentient spores of Gorgon's biohorrors," spurring them to secrete venoms laced with a seeping psychic corruption.|Hive Mind Discipline|<b>Blessing:</b> <i>Poisonous Influence</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip02028"" data-tooltip-content=""#tooltip_content02028"" data-tooltip-anchor=""#tooltip_content02028""><span class=""kwb"">GORGON</span></span> unit within <a href=""/wh40k9ed/factions/tyranids/#Synaptic-Link-Range"">Synaptic Link range</a> of this <span class=""tooltip00676"" data-tooltip-content=""#tooltip_content00676"" data-tooltip-anchor=""#tooltip_content00676""><span class=""kwb"">PSYKER</span></span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes a melee attack," an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> of 6 inflicts 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> on the target in addition to any normal damage (to a maximum of 6 mortal wounds).|000006667002|",,,,,,,,
|LURKING MAWS|TYR|Tyranids|The Hive Mind extends a psychic summons, and calls upon Jormungandr s embedded and waiting broods. Mindlessly converging via synaptic imperative," their sudden and frenzied attacks spell the foe’s end.|Hive Mind Discipline|<b>Malediction:</b> <i>Lurking Maws</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within <a href=""/wh40k9ed/factions/tyranids/#Synaptic-Link-Range"">Synaptic Link range</a> of this <span class=""tooltip00676"" data-tooltip-content=""#tooltip_content00676"" data-tooltip-anchor=""#tooltip_content00676""><span class=""kwb"">PSYKER</span></span> or one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," each time a friendly <span class=""tooltip01946"" data-tooltip-content=""#tooltip_content01946"" data-tooltip-anchor=""#tooltip_content01946""><span class=""kwb"">JORMUNGANDR</span></span> model makes a melee attack against that enemy unit", improve the Armour Penetration characteristic of that attack by 1.|000006669002|,,,,,,,
|SYMBIOSTORM|TYR|Tyranids|The synaptic web sings with psionic targeting information," guiding living projectiles to strike at the prey’s identified weak spots.|Hive Mind Discipline|<b>Blessing:</b> <i>Symbiostorm</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip02029"" data-tooltip-content=""#tooltip_content02029"" data-tooltip-anchor=""#tooltip_content02029""><span class=""kwb"">KRONOS</span></span> unit within <a href=""/wh40k9ed/factions/tyranids/#Synaptic-Link-Range"">Synaptic Link range</a> of this <span class=""tooltip00676"" data-tooltip-content=""#tooltip_content00676"" data-tooltip-anchor=""#tooltip_content00676""><span class=""kwb"">PSYKER</span></span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes a ranged attack, add 1 to the Strength characteristic of that attack.|000006671002|,,,,,,,,
|PSYCHIC SHRIEK|TYR|Tyranids|Driven by synaptic imperative, acting as psychic conduits for the Hive Minds power," the warrior organisms of Hive Fleet Hydra open their maws as one and emit a mind-shredding shriek.|Hive Mind Discipline|<b>Witchfire:</b> <i>Psychic Shriek</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within <a href=""/wh40k9ed/factions/tyranids/#Synaptic-Link-Range"">Synaptic Link range</a> of this <span class=""tooltip00676"" data-tooltip-content=""#tooltip_content00676"" data-tooltip-anchor=""#tooltip_content00676""><span class=""kwb"">PSYKER</span></span> or one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Roll one D6 for each friendly <span class=""tooltip02030"" data-tooltip-content=""#tooltip_content02030"" data-tooltip-anchor=""#tooltip_content02030""><span class=""kwb"">HYDRA</span> <span class=""kwb"">INFANTRY</span></span> and <span class=""tooltip"" title=""Keyword does not appear in that faction.""><s class=""kwbs"">HYDRA BEAST</s></span> model within 3"" of that unit and three D6s for each friendly <span class=""tooltip02031"" data-tooltip-content=""#tooltip_content02031"" data-tooltip-anchor=""#tooltip_content02031""><span class=""kwb"">HYDRA</span> <span class=""kwb"">MONSTER</span></span> model within 3"" of that unit: for each 5+"," that enemy unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> (to a maximum of 6 mortal wounds).|000006673002|",,,,,,,,
1|VEIL OF TIME|SM|Space Marines|The psyker projects his will beyond the regular passage of time, altering the temporal flow to sway the tide of battle.|Librarius Discipline|<b>Blessing:</b> <i>Veil of Time</i> has a warp charge value of 6. If manifested," select one friendly <span class=""kwb2"">&lt;<span class=""kwb3"">C</span>HAPTER&gt;</span> unit within 18"" of this <span class=""kwb"">PSYKER</span>.<br><ul><li>Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," you can re-roll <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advance rolls</a> and <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge rolls</a> made for that unit.</li><li>Until the start of your next Psychic phase"," if that unit starts the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a> within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of an enemy unit", it fights first that phase.</li></ul>|000002682002|,,,,,,,
2|MIGHT OF HEROES|SM|Space Marines|The psyker cages the immense power of the immaterium within the physical form of one of his brothers, making the blessed warrior the Emperor’s vengeance made manifest.|Librarius Discipline|<b>Blessing:</b> <i>Might of Heroes</i> has a warp charge value of 6. If manifested," select one friendly <span class=""tooltip00536"" data-tooltip-content=""#tooltip_content00536"" data-tooltip-anchor=""#tooltip_content00536""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>HAPTER&gt;</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip00903"" data-tooltip-content=""#tooltip_content00903"" data-tooltip-anchor=""#tooltip_content00903""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>HAPTER&gt;</span> <span class=""kwb"">CHARACTER</span></span> model within 12"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", add 1 to that models Strength, Toughness and Attacks characteristics (if a unit has more than one Toughness characteristic, use the lowest Toughness characteristic in that unit when resolving any rules).|000002682003|,,,,,,,
3|NULL ZONE|SM|Space Marines|The psyker unleashes the full might of his mind to cast down his opponents defences, both technological and mystical, rendering them vulnerable to the retribution of the Adeptus Astartes.|Librarius Discipline|<b>Blessing (Aura):</b> <i>Null Zone</i> has a warp charge value of 7. If manifested," then:<br><ul><li>Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," while a unit is within 6” of this <span class=""kwb"">PSYKER</span>", each time an attack is made against that unit," <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable saving throws</a> cannot be made against that attack.</li><li>Until the start of your next Psychic phase"," while an enemy <span class=""kwb"">PSYKER</span> unit is within 6"" of this <span class=""kwb"">PSYKER</span>"," halve the total of <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic tests</a> taken for that unit.</li></ul>|000002682004|",,,,
4|PSYCHIC SCOURGE|SM|Space Marines|The psyker pits his superhuman willpower against that of his enemies in a battle of mental fortitude, seeking to destroy their minds in a burst of psychic fury.|Librarius Discipline|<b>Witchfire:</b> <i>Psychic Scourge</i> has a warp charge value of 6. If manifested," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Then"," roll one D6 and add this <span class=""kwb"">PSYKER</span>’s Leadership characteristic to the result. Your opponent then rolls one D6 and adds that unit’s Leadership characteristic to the result. If your total is higher than your opponents"," the selected unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>; if it is equal to your opponents total", the selected unit suffers 1 mortal wound; if it is less than your opponent’s total, nothing happens.|000002682005|,,,,,,
5|FURY OF THE ANCIENTS|SM|Space Marines|Calling upon the myths of his Chapters home world, the psyker sends forth a terrifying monstrosity wrought from psychic energy.|Librarius Discipline|<b>Witchfire:</b> <i>Fury of the Ancients</i> has a warp charge value of 6. If manifested," select one enemy model that is within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Draw a line between any part this <span class=""kwb"">PSYKER</span>’s base and any part of the selected model’s base (or hull); the selected models unit", and every other enemy unit that this line passes over or through," suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.|000002682006|",,,,,,,,
6|PSYCHIC FORTRESS|SM|Space Marines|Drawing on boundless reserves of inner strength, the psyker constructs a powerful field of shimmering psychic energy around himself as well as any nearby battle brothers, protecting them from harm.|Librarius Discipline|<b>Blessing (Aura):</b> <i>Psychic Fortress</i> has a warp charge value of 6. If manifested," then until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," while a friendly <span class=""kwb2"">&lt;<span class=""kwb3"">C</span>HAPTER&gt;</span> unit is within 6"" of this <span class=""kwb"">PSYKER</span>"," models in that unit have a 5+ <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>.|000002682007|",,,,,,,
1|LIVING LIGHTNING|SM|Space Marines|Sentient electricity crackles amid the brooding skies above as the Rune Priest calls forth the elements to smite his foes. At the psykers command, lightning arcs into the ranks of the enemy," leaving a trail of blackened corpses in its wake.|Tempestas Discipline|<b>Witchfire</b>: <i>Living Lightning</i> has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," the closest enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span> suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>. Then roll one D6: on a 2-4"," the closest other enemy unit within 6"" of and visible to that unit suffers 1 mortal wound; on a 5+", it suffers D3 mortal wounds.|000005222002|,,,,,,,
2|MURDEROUS HURRICANE|SM|Space Marines|The Rune Priest bellows an ancient curse, and within moments his foes are all but consumed in a hurricane of freezing shards," a thousand blades of psychically formed ice plunging into their flesh.|Tempestas Discipline|<b>Malediction</b>: <i>Murderous Hurricane</i> has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>:<br><ul><li>If that unit is not wholly on or within a <a href=""/wh40k9ed/the-rules/core-rules/#Terrain-Features-1"">terrain feature</a>"," that unit cannot fire <a href=""/wh40k9ed/the-rules/core-rules/#Overwatch"">Overwatch</a>.</li><li>In the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>"," that unit is not eligible to fight until after all eligible <span class=""kwb"">SPACE</span> <span class=""kwb"">WOLVES</span> units from your army have done so.</li></ul>|000005222003|",,,,,,,
3|TEMPEST’S WRATH|SM|Space Marines|The Rune Priest brings the rage of the storm to a roaring crescendo, frost-fingered wind spirits whipping at his enemies," tearing at their eyes and snatching weapons from their hands.|Tempestas Discipline|<b>Malediction</b>: <i>Tempest’s Wrath</i> has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 24"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes an attack," subtract 1 from that attack's <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.|000005222004|",,,,,,,
4|INSTINCTS AWOKEN|SM|Space Marines|Maintaining the balance between the controlled aggression of his brothers and the roaring beast at their hearts," the Rune Priest awakens the savage spirit within them.|Tempestas Discipline|<b>Blessing</b>: <i>Instincts Awoken</i> has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""kwb"">SPACE</span> <span class=""kwb"">WOLVES</span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes an attack," the <span class=""tooltip00544"" data-tooltip-content=""#tooltip_content00544""><span class=""tt kwbu"">Assault</span> <span class=""tt kwbu"">Doctrine</span></span> is considered to be active for that attack instead of the currently active doctrine. If the Assault Doctrine is already active for your army"," then on an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> of 6 improve the Armour Penetration characteristic of that attack by 1. This is cumulative with the bonus from the Assault doctrine.|000005222005|",,,,,,,
"5|STORM CALLER|SM|Space Marines|The Rune Priest chants an ancient rite that builds into a terrifying howl. Roaring winds and furious blizzards rage about him in a vortex of ice and snow that obscures him from sight.|Tempestas Discipline|<b>Blessing (Aura)</b>: <i>Storm Caller</i> has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," while their unit is within 6"" of this <span class=""kwb"">PSYKER</span>"," friendly <span class=""kwb"">SPACE</span> <span class=""kwb"">WOLVES</span> models receive the benefits of <a href=""/wh40k9ed/the-rules/core-rules/#Light-Cover"">light cover</a>.|000005222006|",,,,,,,,,
6|JAWS OF THE WORLD WOLF|SM|Space Marines|The Rune Priest implores the spirit of the world upon which he hunts to open its rock-fanged maw, and a chasm cracks open under the feet of his chosen enemy," sending them tumbling to their death below.|Tempestas Discipline|<b>Witchfire</b>: <i>Jaws of the World Wolf</i> has a warp charge value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Roll one D6 for each model in that unit"," adding 1 to the result if the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 9 or more. For each roll of a 6+"," that unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.|000005222007|",,,,,,,
1|INFERNAL GAZE|CSM|Chaos Space Marines|Unholy power streams from the psykers eyes," charring and melting everything caught in its path.|Dark Hereticus Discipline|<b>Witchfire:</b> <i>Infernal Gaze</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 5. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span> and roll three D6. For each 4+"," that enemy unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>. If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was an unmodified 10+", roll six D6 instead.|000002240002|,,,,,,,,
2|PRESCIENCE|CSM|Chaos Space Marines|By focusing his warp-sight the psyker can guide the shots and strikes of his allies," bringing a swift and merciless death to the foe.|Dark Hereticus Discipline|<b>Blessing:</b> <i>Prescience</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip01268"" data-tooltip-content=""#tooltip_content01268"" data-tooltip-anchor=""#tooltip_content01268""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes an attack," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.|000002240003|",,,,,,,,
3|DIABOLIC STRENGTH|CSM|Chaos Space Marines|The unholy energies of Chaos course through the recipient," swelling his frame with the strength to tear a tank in two.|Dark Hereticus Discipline|<b>Blessing:</b> <i>Diabolic Strength</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip00227"" data-tooltip-content=""#tooltip_content00227"" data-tooltip-anchor=""#tooltip_content00227""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">INFANTRY</span></span> or <span class=""tooltip02026"" data-tooltip-content=""#tooltip_content02026"" data-tooltip-anchor=""#tooltip_content02026""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">CHAOS</span> <span class=""kwb"">SPAWN</span></span> model within 12"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", add 2 to the Strength and Attacks characteristics of that model.|000002240004|,,,,,,,,,
4|DEATH HEX|CSM|Chaos Space Marines|The sorcerer places a dire hex upon his enemies. Wards and energised shields flicker and fail," leaving the foe exposed.|Dark Hereticus Discipline|<b>Malediction:</b> <i>Death Hex</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 8. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 12"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," models in that unit cannot use any <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable saves</a>.|000002240005|",,,,,,,,,
"5|GIFT OF CHAOS|CSM|Chaos Space Marines|The psyker unleashes a wave of mutating energies into his victims. Bones snap and flesh rips as a horrific new form takes shape and rampages mindlessly through the enemy's ranks.|Dark Hereticus Discipline|<b>Witchfire:</b> <i>Gift of Chaos</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," the closest enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span> suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>"," and you must roll one D6 for every other enemy unit within 6"" of that unit: on a 4+", the unit being rolled for suffers 1 mortal wound.|000002240006|,,,,,,,,,
6|WARPTIME|CSM|Chaos Space Marines|The power of the immaterium bursts from the psyker," warping time and heightening the speed of his allies.|Dark Hereticus Discipline|<b>Blessing:</b> <i>Warptime</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip00227"" data-tooltip-content=""#tooltip_content00227"" data-tooltip-anchor=""#tooltip_content00227""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">INFANTRY</span></span> or <span class=""tooltip02026"" data-tooltip-content=""#tooltip_content02026"" data-tooltip-anchor=""#tooltip_content02026""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">CHAOS</span> <span class=""kwb"">SPAWN</span></span> unit within 6"" of this <span class=""kwb"">PSYKER</span>.<br><ul><li>That unit can make a <a href=""/wh40k9ed/the-rules/core-rules/#Normal-Move"">Normal Move</a> (if that unit <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advanced</a> in your previous <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>", it still counts as having Advanced this turn).</li><li>Until the end of the turn," that unit is not eligible to <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">declare a charge</a>.</li></ul>|000002240007|",,,,,,,,
|C’TAN SHARD OF THE DECEIVER - COSMIC INSANITY|NEC|Necrons|The C'tan Shard of the Deceiver uses it powers to flood his victims' minds with vast and terrible cosmic truths," overwhelming even the most ironclad minds and driving them instantly and irrevocably insane.|Powers of the C’tan|Select one enemy unit within 12"" of and visible to this <span class=""tooltip00697"" data-tooltip-content=""#tooltip_content00697"" data-tooltip-anchor=""#tooltip_content00697""><span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span></span>. Roll one D6 and add this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span>'s Leadership characteristic to the result. Your opponent then rolls one D6 and adds the Leadership characteristic of the selected unit to the result. That enemy unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> for each point by which your total exceeds your opponent's.|000004703002|",,,,,,,,,,,
|C’TAN SHARD OF THE NIGHTBRINGER - GAZE OF DEATH|NEC|Necrons|Dark energies leap from the Shard's eyes and its distended maw," reducing foes to blackened bones crawling with frost.|Powers of the C’tan|Select one enemy unit within 9"" of and visible to this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span>. Roll three D6s: for each 4+"," that unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>.|000004703003|",,,,,,,,,,
|C’TAN SHARD OF THE VOID DRAGON - VOLTAIC STORM|NEC|Necrons|When this C'tan points one imperious hand, foes reel as the air sings with a monstrous whine. The awful sound builds," then erupts into a sudden and ferocious storm of emerald lightning to annihilate all it touches.|Powers of the C’tan|Select one enemy unit within 18"" of and visible to this C'tan Shard (an enemy <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> unit with a Wounds characteristic of 9 or less cannot be selected for this power while it is within 3"" of another enemy unit"," unless that <span class=""kwb"">CHARACTER</span> unit is the closest visible enemy unit). Roll one D6: on a 2+"," that unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a> (it suffers D6 mortal wounds instead if it has the <span class=""kwb"">VEHICLE</span> keyword) and", until the start of your next turn," if that unit is a <span class=""kwb"">VEHICLE</span> whose characteristics change as it loses wounds", then it halves the number of wounds it has remaining when determining what characteristics to use.|000004703004|,,,,,
11|GAZE OF HATE|TS|Thousand Sons|Pure roiling hatred surges through the psyker," becoming first dark fire in their veins then leaping from their eyes in searing columns of annihilating energy. Those struck by them risk being scoured from existence entirely.|Psychic Powers|<b>Witchfire:</b> <i>Gaze of Hate</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 5. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span> and roll three D6: for each roll of 4+"," that enemy unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.|000005891002|",,,,,,,,,
12|TWIST OF FATE|TS|Thousand Sons|One with sufficient willpower and disregard for their own soul can glean forbidden lore by looking upon the unfettered tides of the warp," plucking silvery skeins of fate from amongst the deadly morass and spinning them into nooses for their luckless foes.|Psychic Powers|<b>Malediction:</b> <i>Twist of Fate</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 8. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 12"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," models in that unit cannot use any <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable saves</a>.|000005891003|",,,,,,,,,
13|DARK BLESSING|TS|Thousand Sons|Offering bloody sacrifice to the Dark Gods, the psyker calls down their unbridled generosity upon his foe. Their bodies are wracked by hideous mutations, their sanity collapsing as their mortal forms become a heaving," thrashing mass of horror.|Psychic Powers|<b>Witchfire:</b> <i>Dark Blessing</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy model within 6"" of and visible to this <span class=""kwb"">PSYKER</span> and roll one D6: if the result is greater than the target’s Toughness characteristic"," its unit suffers D3+3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>.|000005891004|",,,,,,,
21|PRESAGE|TS|Thousand Sons|The psyker reads signs and omens in the ebb and flow of battle, the whirling patterns of smoke, the spatter of blood as blades bite home. These gleaned warnings he passes on to his warriors," the better for them to predict and thus strike down their enemies.|Psychic Powers|<b>Blessing:</b> <i>Presage</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""kwb"">THOUSAND</span> <span class=""kwb"">SONS</span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes an attack," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.|000005891005|",,,,,,
22|SWELLED BY THE WARP|TS|Thousand Sons|The psyker opens a ragged channel to the roiling energies of the warp and funnels them recklessly into a chosen target. That warrior’s form expands with iron-hard muscle, lashing extra limbs," gnashing fangs and vicious talons that allow them to tear a bloody path through the foe.|Psychic Powers|<b>Blessing:</b> <i>Swelled by the Warp</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""kwb"">THOUSAND</span> <span class=""kwb"">SONS</span> model within 12"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", add 2 to that model’s Strength characteristic and 1 to its Attacks characteristic.|000005891006|,,,,,,,,
