faction_id|faction_name|type|roll|name|legend|description|,,,,,,,,,,,,,
"QI|Imperial Knights|Warlord Traits|2|BLESSED BY THE SACRISTANS|This warlord bears a token of favour from Sacristans in the form of an artificer weapon of unrivalled quality.|Each time this <span class=""kwb"">WARLORD</span> makes a ranged attack"," on an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> of 6 that attack inflicts 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> on the target in addition to the normal damage (to a maximum of 6 mortal wounds per unit per phase).|",,,,,,,,,,,,
QI|Imperial Knights|Warlord Traits|3|ION BULWARK|A survivor of countless battles," this warlord has learnt to angle their Knight suits ion shield with exceptional deftness.|This <span class=""kwb"">WARLORD</span> has a 4+ <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a> against ranged attacks.|",,,,,,,,,,,,
"QI|Imperial Knights|Warlord Traits|4|KNIGHT SENESCHAL|Veteran warriors who have proved themselves worthy time and again are awarded the rank of Knight Seneschal. To be named so is an honour.|<ul><li>Add 1 to this <span class=""kwb"">WARLORD</span>’s Attacks characteristic.</li><li>Even if your army is <span class=""tooltip00589"" data-tooltip-content=""#tooltip_content00589""><span class=""tt kwbu"">Dishonoured</span></span>"," the Honoured Chivalric ability from your selected Oaths are still active for this <span class=""kwb"">WARLORD</span>. This may mean that different Chivalric abilities are active for this <span class=""kwb"">WARLORD</span> than are active for other <span class=""tooltip00588"" data-tooltip-content=""#tooltip_content00588"" data-tooltip-anchor=""#tooltip_content00588""><span class=""kwb"">IMPERIAL</span> <span class=""kwb"">KNIGHTS</span></span> models from your army.</li></ul>|",,,,,,,,,,,,
QI|Imperial Knights|Warlord Traits|5|LANDSTRIDER|This warlord has fought across hundreds of battlefields," and is an expert at reading strat-map inloads and coordinating their forces’ advance.|<ul><li>Add 2"" to this <span class=""kwb"">WARLORD</span>’s Move characteristic.</li><li>Each time an <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advance roll</a> is made for this <span class=""kwb"">WARLORD</span>"," treat a dice roll of 1-2 as 3 instead.</li><li>Each time a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge roll</a> is made for this <span class=""kwb"">WARLORD</span>", treat each dice roll of 1-2 as 3 instead.</li></ul>|,,,,,,,,,,
QI|Imperial Knights|Warlord Traits|6|REVERED KNIGHT|Never hesitating before tyrannical invaders," the warlord is beheld as the very epitome of honour - a towering and monolithic incarnation of the Imperium made manifest.|<ul><li>At the start of the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>"," if this <span class=""kwb"">WARLORD</span> is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy units"," it can fight first that phase.</li><li>If every unit from your army has the <span class=""kwb"">IMPERIAL</span> <span class=""kwb"">KNIGHTS</span> keyword (excluding units with the <span class=""tooltip00163"" data-tooltip-content=""#tooltip_content00163"" data-tooltip-anchor=""#tooltip_content00163""><span class=""kwb"">AGENT</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">IMPERIUM</span></span> or <span class=""tooltip00164"" data-tooltip-content=""#tooltip_content00164"" data-tooltip-anchor=""#tooltip_content00164""><span class=""kwb"">UNALIGNED</span></span> keywords)"," and this <span class=""kwb"">WARLORD</span> is part of your army"," then you start the battle with 1 additional <span class=""tooltip00589"" data-tooltip-content=""#tooltip_content00589""><span class=""tt kwbu"">Honour</span> <span class=""tt kwbu"">point</span></span> but"," if this <span class=""kwb"">WARLORD</span> is destroyed", you lose 1 Honour point.</li></ul>|,,,,,,
"SM|Space Marines|Space Wolves Warlord Traits|1|BEASTSLAYER|This warlord has slain some of the worst creatures that the galaxy has to offer. Such a hero embodies Russ’ ferocity and courage.|<ul><li>While this <span class=""kwb"">WARLORD</span> is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> units"," add 1 to its Attacks characteristic.</li><li>Each time this <span class=""kwb"">WARLORD</span> makes an attack against a <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> unit"," add 1 to that attacks <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> and <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.</li></ul>|",,,,,,,,,,,
SM|Space Marines|Space Wolves Warlord Traits|2|WOLFKIN|The warlord has a primal potency," unleashing his bestial predatory instinct and sending his savagery into overdrive until not a single enemy stands before him.|For the purposes of its <span class=""tooltip00640"" data-tooltip-content=""#tooltip_content00640""><span class=""tt kwbu"">Shock</span> <span class=""tt kwbu"">Assault</span></span> ability"," this <span class=""kwb"">WARLORD</span> is always treated as having made a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a>", and makes D3 additional attacks instead of 1 as a result of that ability.|,,,,,,,,,,
SM|Space Marines|Space Wolves Warlord Traits|3|WARRIOR BORN|Endowed with preternatural prowess," the warlord strikes swift and savage at all who stand before him.|At the start of the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>"," if this <span class=""kwb"">WARLORD</span> is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy units", it can fight first that phase.|,,,,,,,,,,
SM|Space Marines|Space Wolves Warlord Traits|4|HUNTER|A master of the chase, ever is this hero on the move," tracking and running down his prey with the speed and inevitability of an alpha predator. Such a warrior exemplifies his Primarch’s hunting instincts.|<ul><li>Add 1 to <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advance</a> and <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge rolls</a> made for this <span class=""kwb"">WARLORD</span>.</li><li>This <span class=""kwb"">WARLORD</span> is eligible to charge in a turn in which it Advanced or <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fell Back</a>.</li></ul>|",,,,,,,,,,,
SM|Space Marines|Space Wolves Warlord Traits|5|AURA OF MAJESTY|The warlord speaks with the wisdom of the ages and the deep growl of long years of experience," inspiring his packs to acts of valour and greatness.|<ul><li>Add 3"" to the range of this <span class=""kwb"">WARLORD</span>’s <span class=""redfont"">Rites of Battle</span>"," <span class=""redfont"">Tactical Precision</span>"," <span class=""redfont"">Chapter Master</span> and <span class=""redfont"">Spiritual Leaders</span> abilities (to a maximum of 9"").</li><li>Add 3"" to the range of any litanies recited by this <span class=""kwb"">WARLORD</span> (to a maximum of 9"").</li></ul>|",,,,,,,,,,
SM|Space Marines|Space Wolves Warlord Traits|6|RESOLVE OF THE BEAR|When this hero plants his feet firmly," he stands as enduring as the mountains of Asaheim.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> would lose a wound", roll one D6; on a 6," that wound is not lost.</li><li>Each time an attack is made against this <span class=""kwb"">WARLORD</span>"," your opponent cannot re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> and cannot re-roll the damage roll.</li></ul>|",,,,,,,,,
"CSM|Chaos Space Marines|Warlord Traits|1|FLAMES OF SPITE|This warlords bitterness burns so fiercely that his weapons flicker with the fires of Chaos.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> makes a melee attack"," you can re-roll that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.</li><li>Each time this <span class=""kwb"">WARLORD</span> makes an attack", on an unmodified wound roll of 6," the target suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> in addition to any normal damage.</li></ul>|",,,,,,,,,,
CSM|Chaos Space Marines|Warlord Traits|2|UNHOLY FORTITUDE|Whether it is the power of the warp flowing through this warlord’s veins that imbues him with unnatural resilience, or simply the whims of destiny and fate," he has so far proven impossible to slay.|Each time this <span class=""kwb"">WARLORD</span> would lose a wound", roll one D6: on a 5+, that wound is not lost.|,,,,,,,,,
CSM|Chaos Space Marines|Warlord Traits|3|HATRED INCARNATE|The intense animosity that festers in this warlords soul lends his strikes a terrible," hate-fuelled strength.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> fights"," if it made a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a> or <a href=""/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention"">performed a Heroic Intervention</a> this turn", until that fight is resolved," add 1 to the Strength and Attacks characteristics of this <span class=""kwb"">WARLORD</span>.</li><li>Each time this <span class=""kwb"">WARLORD</span> makes a melee attack"," you can re-roll that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li></ul>|",,,,,,,,
"CSM|Chaos Space Marines|Warlord Traits|4|LORD OF TERROR (AURA)|The aura of despair and hopelessness that surrounds this warlord brings all of his victims' worst nightmares to their minds.|While an enemy unit is within 6"" of this <span class=""kwb"">WARLORD</span>:<br><ul><li>Each time a <a href=""/wh40k9ed/the-rules/core-rules/#Morale-Tests"">Morale test</a> is taken for that unit", your opponent must roll one additional D6 and discard the lowest result.</li><li>If that unit fails a Morale test, until the end of the phase," it is considered to be below <a href=""/wh40k9ed/the-rules/core-rules/#Starting-Strength-Half-strength-and-Destroyed-Units"">Half-strength</a> for the purposes of <a href=""/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests"">Combat Attrition tests</a>.</li></ul>|",,,,,,,,,,
CSM|Chaos Space Marines|Warlord Traits|5|ETERNAL VENDETTA (AURA)|This warlord has sworn never to rest in his dark crusade against his most hated foes.|At the start of the first battle round, before the first turn begins, select one enemy unit. Until the end of the battle," while a friendly <span class=""tooltip00796"" data-tooltip-content=""#tooltip_content00796"" data-tooltip-anchor=""#tooltip_content00796""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip02007"" data-tooltip-content=""#tooltip_content02007"" data-tooltip-anchor=""#tooltip_content02007""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">CHARACTER</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>"," each time a model in that <span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> unit makes an attack against that enemy unit"," you can re-roll that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.|",,,,,,,,
CSM|Chaos Space Marines|Warlord Traits|6|GAZE OF THE GODS|Favoured amongst the Dark Gods," this exalted warlord is bequeathed the immortal fury of the warp itself.|<ul><li>This <span class=""kwb"">WARLORD</span> has a 4+ <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>.</li><li>Each time this <span class=""kwb"">WARLORD</span> makes an attack"," it is considered to be engaged in <span class=""tooltip00884"" data-tooltip-content=""#tooltip_content00884""><span class=""tt kwbu"">Wanton</span> <span class=""tt kwbu"">Slaughter</span></span>"," <span class=""tooltip00873"" data-tooltip-content=""#tooltip_content00873""><span class=""tt kwbu"">Wanton</span> <span class=""tt kwbu"">Destruction</span></span> and <span class=""tooltip00883"" data-tooltip-content=""#tooltip_content00883""><span class=""tt kwbu"">Wanton</span> <span class=""tt kwbu"">Massacre</span></span>.</li></ul>|",,,,,,,,,,
AS|Adepta Sororitas|Codex Supplement: Order of Our Martyred Lady|1|SAINTLY EXAMPLE|With her final breath is another heroine elevated to the ranks of sainthood, her death stirring her greatest companions to step up in her stead, and finish what she has started.|<ul><li>In addition to this Warlord Trait," this <span class=""kwb"">WARLORD</span> has one randomly generated Warlord Trait from the <a href=""/wh40k9ed/factions/adepta-sororitas/#Warlord-Traits"">Adepta Sororitas Warlord traits</a> table in <i>Codex: Adepta Sororitas</i>. Each Warlord Trait in your army must be unique"," so re-roll duplicate results.</li><li>If this <span class=""kwb"">WARLORD</span> is destroyed"," you can immediately select another <span class=""tooltip01065"" data-tooltip-content=""#tooltip_content01065"" data-tooltip-anchor=""#tooltip_content01065""><span class=""kwb"">ORDER</span> <span class=""kwb2"">OF</span> <span class=""kwb"">OUR</span> <span class=""kwb"">MARTYRED</span> <span class=""kwb"">LADY</span> <span class=""kwb"">CHARACTER</span></span> model from your army that does not have a Warlord Trait. Then", select a Warlord Trait that no model in your army has (this must be a Warlord Trait that the model you just selected can have, and it cannot be Saintly Example). Until the end of the battle," that model gains that Warlord Trait and for all rules purposes now counts as your <span class=""kwb"">WARLORD</span>. If any mission objectives"," <a href=""/wh40k9ed/the-rules/matched-play/#Secondary-Objectives"">secondary objective</a> or <a href=""/wh40k9ed/the-rules/narrative-play/#Agendas"">Agenda</a> rules are triggered when your <span class=""kwb"">WARLORD</span> is destroyed"," those rules are not triggered until after the new <span class=""kwb"">WARLORD</span> is destroyed.</li></ul>|",,,
AS|Adepta Sororitas|Codex Supplement: Order of Our Martyred Lady|2|SAINT KATHERINE’S LEGACY|The martyrdom of Saint Katherine, and the need for vengeance," has left an ever-lasting legacy amongst those that follow in her footsteps.|<ul><li>The Spirit of the Martyr <span class=""tooltip00722"" data-tooltip-content=""#tooltip_content00722""><span class=""tt kwbu"">sacred</span> <span class=""tt kwbu"">rite</span></span> is active for this <span class=""kwb"">WARLORD</span> in addition to any others that are active for your army.</li><li>This <span class=""kwb"">WARLORD</span> has the following ability: ‘<span class=""redfont"">Saint Katherine's Legacy (Aura)</span><b>:</b> While a friendly <span class=""kwb"">ORDER</span> <span class=""kwb2"">OF</span> <span class=""kwb"">OUR</span> <span class=""kwb"">MARTYRED</span> <span class=""kwb"">LADY</span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>", if the Spirit of the Martyr sacred rite is active for your army, or for that unit, each time you roll a D6 when a model in that unit is destroyed," the attacking model suffers a <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> on a 5+.’</li></ul>|",,,,,,,
AS|Adepta Sororitas|Codex Supplement: Order of Our Martyred Lady|3|MARTYR’S STRENGTH|With every wound inflicted on their mortal form does a true martyr's strength grow," their suffering a prayer to the God-Emperor.|For each wound this <span class=""kwb"">WARLORD</span> has lost", add 1 to its Strength and Attacks characteristic (to a maximum of +2 each).|,,,,,,,,,,,
NEC|Necrons|Warlord Traits||MEPHRIT: MERCILESS TYRANT|Warlords of the Mephrit Dynasty will suffer no threats to their rule," annihilating any who dare to oppose them.|Add 1 to the Strength and Attacks characteristics of this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a>.|",,,,,,,,,,,,
"NEC|Necrons|Warlord Traits||NEPHREKH: SKIN OF LIVING GOLD|Those who gaze upon this Nephrekh warlord are blinded by his radiant glory.|Each time an attack is made against this <span class=""kwb"">WARLORD</span>"," subtract 1 from that attacks <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.|",,,,,,,,,,,,
NEC|Necrons|Warlord Traits||NIHILAKH: PRECOGNITIVE STRIKE|This Nihilakh warlord has foreseen his moment of glorious victory - or rather," the Yyth Seer has done so.|At the start of the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>"," if this <span class=""kwb"">WARLORD</span> is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy units", it can fight first that phase.|,,,,,,,,,,
"NEC|Necrons|Warlord Traits||NOVOKH: BLOOD-FUELLED FURY|Warlords of the Novokh Dynasty are awakened and empowered by the gushing blood of the foe.|Each time this <span class=""kwb"">WARLORD</span> makes a melee attack"," an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> of 6 inflicts 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> on the target in addition to any normal damage.|",,,,,,,,,,,,
"NEC|Necrons|Warlord Traits||SAUTEKH: HYPERLOGICAL STRATEGIST|Sautekh warlords can apply a filter of infallible logic to develop unbeatable strategies.|While this <span class=""kwb"">WARLORD</span> is on the battlefield"," each time you spend a <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">Command point</a> to use a Stratagem you can roll one D6: on a 5+", that Command point is refunded.|,,,,,,,,,,,
NEC|Necrons|Warlord Traits||SZAREKHAN: THE TRIARCH’S WILL|Certain in the knowledge that they act as arbiters of the Final Triarch," this Szarekhan warlord exercises overwhelming strategic authority.|If your <span class=""kwb"">WARLORD</span> has this Warlord Trait"," then when assigning <span class=""tooltip00703"" data-tooltip-content=""#tooltip_content00703""><span class=""tt kwbu"">command</span> <span class=""tt kwbu"">protocols</span></span> for the battle", you can select four command protocols instead of five, and then one of those command protocols can be assigned to two battle rounds instead of one.|,,,,,,,,,
AdM|Adeptus Mechanicus|Warlord Traits|1|MULTITASKING CORTEX|The warlord’s cogitative capacity is several orders of magnitude greater than a common Skitarius. Sharing a fraction of this processing power," the cogni-savant enables those under their command to focus upon several tasks at once.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""tooltip00553"" data-tooltip-content=""#tooltip_content00553"" data-tooltip-anchor=""#tooltip_content00553""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">SKITARII</span> <span class=""kwb"">CORE</span></span> unit within 9"" of this <span class=""kwb"">WARLORD</span>"," or select one friendly <span class=""tooltip02008"" data-tooltip-content=""#tooltip_content02008"" data-tooltip-anchor=""#tooltip_content02008""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">CORE</span> <span class=""kwb"">DATA-TETHER</span></span> unit on the battlefield. Until the start of your next Command phase"," if that unit is <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">performing an action</a>", it can make ranged attacks without that action failing.|,,,,,,,,
AdM|Adeptus Mechanicus|Warlord Traits|2|BATTLE-SPHERE UPLINK|Tapping into infostacks of data emanating from across the wider battle-sphere, the warlord synchronises the warriors under their command with the flows of wisdom," feeding them targeting data at a rate that borders on prophetic.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""tooltip00553"" data-tooltip-content=""#tooltip_content00553"" data-tooltip-anchor=""#tooltip_content00553""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">SKITARII</span> <span class=""kwb"">CORE</span></span> unit within 9"" of this <span class=""kwb"">WARLORD</span>"," or select one friendly <span class=""tooltip02008"" data-tooltip-content=""#tooltip_content02008"" data-tooltip-anchor=""#tooltip_content02008""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">CORE</span> <span class=""kwb"">DATA-TETHER</span></span> unit on the battlefield. Until the start of your next Command phase"," models in that unit do not suffer the penalty to <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit rolls</a> incurred for firing:<br><ul><li><a href=""/wh40k9ed/the-rules/core-rules/#HEAVY"">Heavy weapons</a> in the same turn that their unit has moved.</li><li><a href=""/wh40k9ed/the-rules/core-rules/#ASSAULT"">Assault weapons</a> in the same turn that their unit has <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advanced</a>.</li></ul>|",,,,,,,,
AdM|Adeptus Mechanicus|Warlord Traits|3|PROGRAMMED RETREAT|Taking direct control of their cohorts’ manoeuvres," the warlord sees their soldiers’ withdrawal carried out with such precision that they can be immediately pressed back into efficacious service.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""tooltip00553"" data-tooltip-content=""#tooltip_content00553"" data-tooltip-anchor=""#tooltip_content00553""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">SKITARII</span> <span class=""kwb"">CORE</span></span> unit within 9"" of this <span class=""kwb"">WARLORD</span>"," or select one friendly <span class=""tooltip02008"" data-tooltip-content=""#tooltip_content02008"" data-tooltip-anchor=""#tooltip_content02008""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">CORE</span> <span class=""kwb"">DATA-TETHER</span></span> unit on the battlefield. Until the start of your next Command phase"," that unit is eligible to shoot in a turn in which it <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fell Back</a>.|",,,,,,,,,
AdM|Adeptus Mechanicus|Warlord Traits|4|ARCHIVED ENGAGEMENTS|Drawing upon the minutiae of servo-recorded conflicts, the warlord feeds adjusted protocols into the data-nets of their warriors," granting them a hyper-predictive combat awareness.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""tooltip00553"" data-tooltip-content=""#tooltip_content00553"" data-tooltip-anchor=""#tooltip_content00553""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">SKITARII</span> <span class=""kwb"">CORE</span></span> unit within 9"" of this <span class=""kwb"">WARLORD</span>"," or select one friendly <span class=""tooltip02008"" data-tooltip-content=""#tooltip_content02008"" data-tooltip-anchor=""#tooltip_content02008""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">CORE</span> <span class=""kwb"">DATA-TETHER</span></span> unit on the battlefield. Until the start of your next Command phase"," if that unit is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy units at the start of the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>", it can fight first that phase.|,,,,,,,
"AdM|Adeptus Mechanicus|Warlord Traits|5|FIREPOINT TELEMETRY CACHE|Optimal firepoints have been surveyed and stored by the warlord in encoded crypto-caches. When the cache seals are broken the warlord directs his charges in the golden ratios of obscuration.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""tooltip00553"" data-tooltip-content=""#tooltip_content00553"" data-tooltip-anchor=""#tooltip_content00553""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">SKITARII</span> <span class=""kwb"">CORE</span></span> unit within 9"" of this <span class=""kwb"">WARLORD</span>"," or select one friendly <span class=""tooltip02008"" data-tooltip-content=""#tooltip_content02008"" data-tooltip-anchor=""#tooltip_content02008""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">CORE</span> <span class=""kwb"">DATA-TETHER</span></span> unit on the battlefield. Until the start of your next Command phase"," each time a ranged attack is allocated to a model in that unit:<br><ul><li>It is treated as receiving the benefits of <a href=""/wh40k9ed/the-rules/core-rules/#Light-Cover"">Light Cover</a> against that attack.</li><li>If that model is entirely on or within a <a href=""/wh40k9ed/the-rules/core-rules/#Terrain-Features-1"">terrain feature</a> and has the <span class=""kwb"">INFANTRY</span> keyword"," add an additional 1 to any armour <a href=""/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw"">saving throw</a> made against that attack.</li></ul>|",,,,,,,,,
AdM|Adeptus Mechanicus|Warlord Traits|6|EYES OF THE OMNISSIAH|The warlord accumulates datapoints from servoskulls in order to catalogue enemy movements," allowing their Skitarii to ambush enemies.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""tooltip00553"" data-tooltip-content=""#tooltip_content00553"" data-tooltip-anchor=""#tooltip_content00553""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">SKITARII</span> <span class=""kwb"">CORE</span></span> unit within 9"" of this <span class=""kwb"">WARLORD</span>"," or select one friendly <span class=""tooltip02008"" data-tooltip-content=""#tooltip_content02008"" data-tooltip-anchor=""#tooltip_content02008""><span class=""kwb2"">&lt;<span class=""kwb3"">F</span>ORGE</span> <span class=""kwb"">WORLD&gt;</span> <span class=""kwb"">CORE</span> <span class=""kwb"">DATA-TETHER</span></span> unit on the battlefield. Until the start of your next Command phase"," you can re-roll <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advance rolls</a> and <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge rolls</a> made for that unit.|",,,,,,,,,
SM|Space Marines|Dark Angels Warlord Traits|1-3|WATCHED|Strange, hooded creatures watch this warlord from afar and, at times, lend aid.|Once per battle," in your opponent’s <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," this <span class=""kwb"">WARLORD</span> can attempt to resist one additional psychic power"," even if it is not a <span class=""kwb"">PSYKER</span> and even if it is not within 24"" of the enemy model <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifesting</a> that psychic power. When taking that <a href=""/wh40k9ed/the-rules/core-rules/#Deny-the-Witch"">Deny the Witch test</a>", do not roll the dice; it is automatically passed.|,,,,,,
"SM|Space Marines|Dark Angels Warlord Traits|4-6|INEXORABLE|Through force of will alone this warlord shrugs off the most grievous wounds.|Each time an attack is allocated to this <span class=""kwb"">WARLORD</span>", subtract 1 from that attacks Damage characteristic (to a minimum of 1).|,,,,,,,,,,,,
"SM|Space Marines|Dark Angels Warlord Traits|1-3|LIGHTNING-FAST REACTIONS|The warlord is so fast he can dodge strikes and incoming fire.|Each time an attack is made against this <span class=""kwb"">WARLORD</span>"," subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.|",,,,,,,,,,,,
SM|Space Marines|Dark Angels Warlord Traits|4-6|MASTER OF MANOEUVRE|The warlord moves across the battlefield seamlessly to exploit opportunities to strike the foe," remaining composed.|This <span class=""kwb"">WARLORD</span> is eligible to either shoot or charge in a turn in which it <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fell Back</a>.|",,,,,,,,,,,,
SM|Space Marines|Deathwatch Warlord Traits|1|VIGILANCE INCARNATE|In standing sentinel over a vital swathe of the Imperium," this warlord always knows the appropriate tactics to defeat a foe.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""tooltip00707"" data-tooltip-content=""#tooltip_content00707"" data-tooltip-anchor=""#tooltip_content00707""><span class=""kwb"">DEATHWATCH</span> <span class=""kwb"">CORE</span></span> unit within 6"" of this <span class=""kwb"">WARLORD</span>. Each time you do"," select one <a href=""/wh40k9ed/the-rules/core-rules/#Battlefield-Role"">Battlefield Role</a>; until the start of your next Command phase", each time a model in that unit makes an attack against an enemy unit with that Battlefield Role," re-roll a <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> of 1.|",,,,,,,,
